,cleaned_tweets,binarized
653,"TrumpWarRoom Yaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaay!!!!!
Joy to the world!!!!!!! Yipppeeee!!!!!
Bye Kayleigh. Twitter does not like it. Blame the dems if you want but America sees through you.  demcast  oneV1  bluedot  VoteThemAllOut  EnoughisEnough  BidenHarrisToSaveAmerica  Biden",1
654,"FirstAmendmentRights
 FreeSpeech 
 Twitter locks out Kayleigh  McEnany from her personal account for sharing New York Post's Hunter  Biden report    FoxNews",1
655,I’ll be watching  JoeBiden,0
656,"GPIngersoll  MattWolking  Twitter establishing communism in  TheseUnitedStatesOfAmerica

 HunterBiden story  censored
 NYPost blocked
 Election2020   Trump  Biden",1
657,"I'm absolutely 100% positive that if  Trump had evidence of ""crimes"" committed by ANYONE close to  Biden,  Barr would have found a way to spread/leak that evidence FAR.  AND.  WIDE.
BUT THERE IS NOTHING.  NOTHING.  NOTHING.  NOTHING.
It was all a  Trump LIE.  AGAIN.",0
658,"I am not a  SuburbanWoman but I am a suburban husband of a suburban woman and she told me to ""  Vote  JoeBiden or couch for the next four years"".",0
659,"It is clear from the  HunterBiden emails that  JoeBiden is a clearly corrupt liar, but we already knew that...

In the past Joe Biden has clearly stated he never met with any Burisma Executives, yet he did, clearly in order to enrich Hunter Biden",1
660,LiberatedCit  SohrabAhmari  tedcruz  GOPLeader  HawleyMO  JoeBiden 's campaign DENIES he met  Hunter 's  Ukrainian  business partner   via  MailOnline,0
661,JoeBiden doesn't have to plead innocent in the  HunterBidenEmails scandal. He has the  MSM to do that.,1
662,"If  JoeBiden isn't corrupt he's...

a liar...

or clueless...

either way, he's unqualified to be president.

 HunterBidenEmails  HunterBiden",1
663,"brithume Every morning &amp; night, I hug my granddaughter &amp; my eyes fill with tears of joy; but also with sadness, at the thought of what my  America has become. But more so what her future would hold under  Biden,  Harris &amp; a Liberal Socialist Democrat Government that they want for America",1
664,lol  Biden,0
665,"“ McEnany shared a NYP report alleging  HunterBiden &amp;  JoeBiden met with a top executive of the Ukrainian gas company Burisma in 2015.”?😂

…and that’s why McEnany account has been locked?

The Social Platforms become crazy!😱",1
666,"Facebook &amp;  Twitter - election interference

 Biden &amp;  HunterBiden exposed

 HunterBidenEmails  Trump  BidenHarrisLandslide2020  KAG
 ThursdayThoughts  America  BlackHistoryMonth  BLACKPINK
 CNN  VoteBiden  SCOTUS  BlueWave
 NYC  BlackLivesMatter  BLM",1
667,Go do a search  NewYorkPost &amp;  HunterBiden and you can read the news article that  Twitter is  censoring Twitter will not let me post the story.   COVID19  Ukraine  JoeBiden  YouAintBlack,1
668,Twitter Blocking Posting of New York Post Article on Hunter Biden Ukraine Emails   via  gatewaypundit  TwitterCensorship  TrumpIsALaughingStock  TrumpPence2020  TrumpCovid19  JoeBiden  HunterBiden,1
669,"catturd2 Maybe, 100K Xs...

 Biden's not gonna skate by this.",1
670,"State of the race in TENNESSEE as of 10/14/2020

Polling Average:

Trump 54.3% (-0.1% from yesterday)
Biden 40.8% (-0.1% from yesterday)

Win probabiity:

Trump: 96.5% (+0.1% from yesterday)
Biden: 3.5%
 
Source: FiveThirtyEight

 ElectionTwitter
 Election2020
 Biden  Trump",1
671,More accounts will be lock and/or censored as we get closer to voting if they try posting anything negative about  JoeBiden,1
672,"TrumpLadyFran Besides being election interference,  Twitter's  censorship of a story that hurts  JoeBiden constitutes a multi-million dollar contribution to the  Biden campaign! 
 RegulateBigTech!",1
673,How does  Biden skate by this❓,1
674,JoeBiden  LyingBiden,1
675,"Kerry Family Cuts Ties With Biden Family Over Corrupt Ukraine Dealings (Aug 2019)   

 HunterBiden  Burisma  JoeBiden  DemocratsAreDestroyingAmerica   DemocratCensorship  Twitter and Facebook",1
676,"Good question from  TuckerCarlsonTonight 

Did  JoeBiden take any money for himself or for interests that benefit him in Burisma matter?

He went on to say it's a reasonable question because Biden has been in office 47 years &amp; somehow amassed quite a fortune

 JoeBidenIsCorrupt",1
677,Biden Victory Fund — Donate via ActBlue  Biden  BidenTownHall  BidenHarris  BidenHarrisLandslide2020  BidenHarrisToSaveAmerica,0
678,"GeorgeTakei Put every device in your house tuned into  JoeBiden 

Phones and ipads on streaming, televisions on the broadcast",0
679,"HunterBiden got millions from  corrupt company Burisma, No skills Just A  VP Dad joe Biden  Sellout/bribery for VP influence. When caught  joeBiden said he had No idea His son on Board of Burisma. Does Any Son Not brag to their dad Specially an Addict, about their New success.",1
680,"Biden's Burisma problem will not go away 
(March 2020)  TheDuran_com 
  

 JoeBiden  Ukraine 
 MittRomneysBurismaTies
 HunterBiden Twitter and Facebook",1
681,TrumperSeaney  my3monkees  JoeBiden  Trump2020  BLM  obama  VoteRed  BidenHarris2020  Blacklivesmatter  mikepence  Debates2020  KamalaHarris  KamalaHarrisVP  biden  riots  hunterbidden  AOC  Trump  IlhanOmar  gavinnewsom  tedwheeler  GretchenWhitmer &gt;&gt; This is only the begining its going to get worse!,0
682,"JOE BIDEN AT HIS BEST: Remember when  JoeBiden called a voter “Fat” and a “Damn liar!” Now you will. His reaction was to a question about  HunterBiden and his lucrative Ukrainian gig! Now we know, the rest of the story!",1
683,"Think about it. By deleting the  NYPost  HunterBiden story, the result, and probably the intent, too, is to deny countless people around the world the ability to learn the details of the  Ukraine corruption scandal and  JoeBiden's role in it.",1
684,"I'll be busy watching  JoeBiden on  Thursday night, he's going to problem-solve, as a leader should, and I look forward to hearing his plans to  BuildBackBetter, so, I won't have time to watch  PresidentDeathBreath foment conspiracies, drool like a rabid dog &amp; lie like a rug.",0
685,"NY Post Burisma Email Rpt-All LIES  Biden Needs to Sue for Gross Distortion 

Prosecutor Shokin was Fired for Covering Up Corruption 

2016 Ukraines ANTAC Called for Shokin Termination 
EU &amp; IMF Supported

 Parler is Wacked Credible as Qanon 

 GOP  Trump2020 Desperation Glowing",0
686,"HunterBiden It's a damn shame there's video of Joe Biden bragging about getting the prosecutor fired and telling them if they didn't they wouldn't get the money..
'well son of a bitch he was fired.' -Joe Biden 
 JoeBiden  Ukraine  Burisma  CNN  FoxNews  MSNBC",1
687,"Black women voting in droves for  JoeBiden is what will save this country from  Trump and  Republicans 👍

 TrumpAttacksBlackWomen",0
688,"Opinion:  realDonaldTrump  DonaldJTrumpJr  EricTrump  TeamTrump  TrumpWarRoom If I were the Trump campaign, I would distribute thousands of copies of the  nypost  joebiden issue all around each swing states that I was campaigning in. Hand them out like candy.",1
689,TrumpAttacksBlackWomen  Trump2020  TrumpIsALaughingStock  Trump  COVIDIOTS  COVID19  COVID  BidenTownHall  BidenHarrisToSaveAmerica  Biden  VOTE  VoteBlueDownBallot  VoteBlueToSaveAmerica  ACBHearings  GOP  GOPHypocrisy,0
690,"benshapiro Twitter and Facebook are on a roll today blocking people and blocking RTs and replies. Must have gotten a call from  JoeBiden's handlers.

PROVE ME WRONG

 censorship  YoelRoth is a  hypocrite and his position is a sham",1
691,BREAKING:  JoeBiden Calls a Lid and Hides in His Basement After Explosive Revelations From  HunterBiden's Recovered Hard Drive,1
692,"End  BigTech   Monopolies 
 RegulateSiliconValley 
 RegulateBigTech 
 Google  Twitter  Facebook 
End  Censorship of  Conservatives 
End  AntiTrust  Exemption 
 RedChina Owns  SiliconValley 
 RedChina Owns  Biden 
 HunterBidenChinaPayoff 
 BillionAndHalf
 BidenFamilyCorruption",1
693,"Please search for: ""Sympathy For The Liberal"". Get the whole set (1 through 8). What is the Nature of their Game?  Trump  Biden  Election  Politics",0
694,"chablinos  katiecouric I donated to  Biden to hopefully help offset propaganda &amp; lies Trump will spill on NBC  and recorded  abc2020  BidenTownHall for 8 pm  Thursday .  Resist &amp; volunteer, donate for Bluewave",0
695,"Media in unison ATTACK,ATTACK,ATTACK But still a fail.  BidenCrimeFamily  HunterBiden  Biden Corruption. Kids  SayNoToDrugs",1
696,Joe Biden's campaign DENIES he met Hunter's Ukrainian business partner   via  MailOnline /  CNN  FoxNews  MSNBC  JoeBiden  HunterBiden,1
697,"Watch the  Pravda press go into full damage control saying that  Biden never pushed out the prosecutor and he was never investigating Burisma! Only problem is that the prosecutor sd he WAS, and was in the process of questioning  HunterBiden. I hear many more bombshells coming!",1
698,"LisaHagan7 Keep up the lies , it's going to backfire on Democrats just like it always does. Every time the corrupt Democrats hide their corruption the truth always comes out and the corrupt  Biden campaign is caught red handed, literally. Moscow's first lady sent $$ to  HunterBiden also",1
699,gnomemagic7  kim  katiecouric  BidenTownHall  ABC 2020 Two hour special set to record on  Thursday at 8 pm. Trump is desperate to silence  Biden &amp; is too afraid to debate him ethically.,0
700,"The latest political polls   

Have  JoeBiden  Winning. See 538 site for polls.",0
701,Tell me how you can support  JoeBiden ????,0
702,Trump2020  BLM  obama  VoteRed  BidenHarris2020  Blacklivesmatter  mikepence  Debates2020  KamalaHarris  KamalaHarrisVP  biden  riots  hunterbidden  AOC  Trump  IlhanOmar  gavinnewsom  tedwheeler  GretchenWhitmer &gt;&gt; This is only the begining its going to get worse!,1
703,"Opinion:  TexasNewsTSTV  TexasNewsStudio  TexasNewsHound  TexasNewswatch  TexasNewsToday  TexasTribune  Texas  texasearlyvoting  oprahwinfrey  Beto  JoeBiden  Kamalaharris  JudgeAmyConeyBarrett 
 ConfirmationHearing  covid19  Regeneron  STIMULUSPACKAGE  SmallBusinessAd",0
704,JoeBiden  JoeBidenKamalaHarris2020  DNC2020  USElections2020  Trump2020,0
705,"If 'unreliable' is the issue, why did social media never block anti-Trump stories? 

   Wednesday  thursdaymorning  maddow  CNN  ThursdayThoughts  MSNBC  Burisma  BurismaGate  BurismaBiden  Biden  BidenHarris  HunterBidenEmails",1
706,Yes vote!!  TrumpAttacksBlackWomen  Trump2020  TrumpIsALaughingStock  Trump  COVIDIOTS  COVID19  COVID  BidenTownHall  BidenHarrisToSaveAmerica  Biden  VOTE  VoteBlueDownBallot  VoteBlueToSaveAmerica  ACBHearings  GOP  GOPHypocrisy  BarronTrump  BoycottNBC,0
707,So  Kavanaugh got smeared by completely unsubstantiated allegations and Twitter is cool with it. But actual evidence on a hard drive is... against TOS??   Biden  NYPost  censorship,1
708,"The Plundering of Ukraine by Corrupt American Democrats
(Oct 2019) 
  

 HunterBiden  JoeBiden  JohnKerry 
Clintonite Democrats
 TheBidenFive Burisma Gas 
 MediaFailure Twitter and Facebook 
U.S. Foreign Aid  TaxPayers",1
709,StacyHerndon10  KIKINOKC But of course  JoeBiden knew nothing!,1
710,Does  Biden drop out before or after this coming weekend❓,1
711,"NSTworld ""Facebook and Twitter are not media platforms. They're propaganda machines.""

 JoeBiden  DonaldTrump  USElection2020  SocialMedia",0
712,JoeBiden This is  JoeBiden’s America,1
713,Wut🤪 TrumpAttacksBlackWomen  Trump2020  TrumpIsALaughingStock  Trump  COVIDIOTS  COVID19  COVID  BidenTownHall  BidenHarrisToSaveAmerica  Biden  VOTE  VoteBlueDownBallot  VoteBlueToSaveAmerica  ACBHearings  GOP  GOPHypocrisy  BarronTrump  BoycottNBC,0
714,"trump &amp; his  TrumpVirus provided a benefit to  hedgefunds,  mutualfunds, &amp; the  Swamp with advice OPPOSITE OF WHAT WAS TOLD TO THE PUBLIC.

The rich &amp; privileged profited without facts provided to the rest of the citizens
 BidenHarrisToSaveAmerica  Biden",0
715,"HKrassenstein So much censorship over false allegations? 🤔😅

Keep posting the links!

 Trump  HKrassenstein  Biden  HunterBidenEmails  America  ThursdayThoughts  KAG  BlackHistoryMonth  BlueWave  VoteBiden  SCOTUS  Trump2020Landslide  CNN  Hunter  HunterBiden  Europe  censorship",0
716,"charliekirk11  EugeneMarcinia1 If  Biden ""wins""  SenKamalaHarris will step in &amp; likely before the inauguration if they can swing it. The  AmericanPeople deserve to know who &amp; what they're voting for!!
 Trump2020LandslideVictory",1
717,"JoeBiden  JoeBiden DENIES meeting his son's Ukrainian business partner despite 'thank you for opportunity  meet your father' email found on laptop-as  RudyGiuliani claims he has 40,000 emails&amp;MORE 'compromising'  HunterBiden 'sex &amp; drugs'photos
     realDonaldTrump",1
718,And  twitter  facebook &amp;  google are trying to bury the story!  foxnews  wsj  msnbc  politico  cnn  nytimes  Wisconsin  Minnesota  Ohio  Michigan  Pennsylvania  Florida  Trump2020   washingtonpost  Arizona  dnc  joebiden,1
719,SpeakerPelosi  Trump2020  BLM  obama  VoteRed  BidenHarris2020  Blacklivesmatter  mikepence  Debates2020  KamalaHarris  KamalaHarrisVP  biden  riots  hunterbidden  AOC  Trump  IlhanOmar  gavinnewsom  tedwheeler  GretchenWhitmer &gt;&gt; This is only the begining its going to get worse!,0
720,How long does  Biden manage to string this along❓,1
721,"Twitter has turned out to be like communist China, they are blocking the  Biden story released where it proved that Joe and Hunter were playing dirty.  It’s FACT and Twitter is  blocking it.",1
722,"biden massive  corruption 
This should NOT be surprise!  america how does Senator for life making 200k year end up 9 million dollar DECLARED revenue. Countless cash Stuffed in  biden mattress!  americans  democrats use your brain.  VP  biden sold out USA
 abstain or  vote Trump",1
723,Twitter's Jack Dorsey says company botched blocking  NYP article on alleged emails on Hunter  Biden's laptop,1
724,"GovMikeHuckabee  jack  Twitter  realDonaldTrump This story is dumb..  it’s old.  We already knew that Hunter had a drug problem, (like many American kids). The emails are doctored..  The decision to pressure Ukraine was global, and even had GOP support.   This is a nothing burger. 

I already voted anyway!   JoeBiden",1
725,The question: is  biden actually winning? Beware of  trumpocrats,1
726,"House Passes Bill to Raise Minimum Wage to $15, a Victory for Liberals   Truth America  TrumpCrimeSyndicate of Rich Must keep you down to increase their profits  maryccc18  icecube  Florida  Texas  Georgia  johnlegend  JoeBiden passes  15hr for 53M Americans",0
727,WASHINGTON POST NOW LYING FOR BIDEN: The  WashingtonPost says  JoeBiden played no role in pressuring  Ukraine officials to fire prosecutor. Wrong!  Biden admitted it on video and bragged he threatened Ukraine w/ the loss of $1B if prosecutor wasn't fired!,1
